name,citation,id,obligation,constraint,permission,entitlement,MandatoryDelegation,Permissive Delegation,PermissiveProvision,MandatoryProvision,Constraining Provision
Section 10,PL099_570_3207,10,0,0,0,0,0,0,0,0,0
Section 11,PL099_570_3207,11,2,0,0,2,4,0,0,0,0
Section 12,PL099_570_3207,12,6,0,0,1,6,0,0,1,0
Section 13,PL099_570_3207,13,0,0,0,0,0,0,0,0,0
Section 14,PL099_570_3207,14,2,9,11,15,14,1,1,0,0
Section 15,PL099_570_3207,15,0,1,0,0,0,0,0,0,0
Section 0,PL091_508_1114,0,33,10,23,38,28,13,13,10,2
Section 1,PL091_508_1114,1,14,13,14,40,29,3,3,5,0
Section 2,PL091_508_1114,2,0,0,0,0,0,0,0,0,0
Section 0,PL074_305,0,0,0,1,0,0,0,0,0,0
Section 1,PL074_305,1,47,43,38,159,152,7,7,15,17
Section 2,PL074_305,2,0,0,0,1,0,0,0,0,1
Section 3,PL074_305,3,0,0,0,0,0,0,0,0,0
Section 4,PL074_305,4,0,2,2,2,2,0,0,0,0
Section 5,PL074_305,5,0,0,0,0,0,0,0,0,0
Section 6,PL074_305,6,1,2,3,4,4,0,0,1,0
Section 7,PL074_305,7,0,1,1,1,1,0,0,0,0
Section 8,PL074_305,8,0,0,1,1,1,0,0,0,0
Section 9,PL074_305,9,0,0,0,0,0,0,0,0,0
Section 10,PL074_305,10,0,0,0,0,0,0,0,0,0
Section 11,PL074_305,11,0,0,0,0,0,0,0,0,0
Section 12,PL074_305,12,0,1,0,0,0,0,0,0,0
Section 13,PL074_305,13,0,1,1,2,1,0,0,0,1
Section 14,PL074_305,14,1,5,4,5,5,0,0,1,0
Section 15,PL074_305,15,0,1,0,0,0,0,0,0,0
Section 16,PL074_305,16,0,0,0,0,0,1,1,0,0
Section 17,PL074_305,17,0,0,1,1,1,0,0,0,0
Section 18,PL074_305,18,0,0,0,0,0,0,0,0,0
Section 19,PL074_305,19,1,1,0,1,1,0,0,1,0
Section 20,PL074_305,20,0,0,0,0,0,0,0,0,0
Section 21,PL074_305,21,1,0,3,4,4,0,0,1,0
Section 22,PL074_305,22,0,0,1,0,0,0,0,0,0
Section 23,PL074_305,23,1,2,0,1,2,0,0,1,0
Section 24,PL074_305,24,1,0,0,1,1,1,1,1,0
Section 25,PL074_305,25,3,7,3,13,10,2,2,2,1
Section 26,PL074_305,26,0,1,0,0,0,0,0,0,0
Section 27,PL074_305,27,0,0,0,0,0,0,0,0,0
Section 28,PL074_305,28,5,9,7,22,19,0,0,3,0
Section 0,PL096_221,0,2,0,6,2,3,1,1,1,0
Section 1,PL096_221,1,15,10,7,21,22,5,5,10,3
Section 2,PL096_221,2,2,3,2,7,7,0,0,1,1
Section 3,PL096_221,3,6,7,16,6,12,0,0,0,0
Section 4,PL096_221,4,1,0,0,0,1,0,0,0,0
Section 5,PL096_221,5,0,0,0,0,0,0,0,0,0
Section 6,PL096_221,6,2,1,0,2,4,0,0,0,0
Section 7,PL096_221,7,0,1,0,0,0,0,0,0,0
Section 8,PL096_221,8,1,1,2,3,3,0,0,0,0
Section 9,PL096_221,9,1,10,10,14,4,0,0,0,0
Section 10,PL096_221,10,0,0,1,0,0,0,0,0,0
Section 11,PL096_221,11,5,10,5,12,10,1,1,3,2
Section 12,PL096_221,12,0,0,1,0,0,0,0,0,0
Section 13,PL096_221,13,8,10,6,9,14,0,0,1,2
Section 14,PL096_221,14,0,2,1,1,1,0,0,0,0
Section 15,PL096_221,15,0,1,0,0,0,0,0,0,0
Section 16,PL096_221,16,0,0,0,0,0,0,0,0,0
Section 17,PL096_221,17,0,2,2,1,1,0,0,0,0
Section 18,PL096_221,18,0,0,0,0,0,0,0,0,0
Section 19,PL096_221,19,0,12,6,5,4,1,1,0,0
Section 20,PL096_221,20,1,0,0,1,1,0,0,1,0
Section 21,PL096_221,21,2,0,4,4,4,2,2,1,1
Section 22,PL096_221,22,4,4,0,8,4,3,3,3,5
Section 23,PL096_221,23,25,9,15,46,34,3,3,16,9
Section 24,PL096_221,24,0,1,1,1,1,0,0,0,0
Section 25,PL096_221,25,0,0,0,0,0,0,0,0,0
Section 26,PL096_221,26,2,0,1,1,2,0,0,1,0
Section 27,PL096_221,27,1,1,1,2,2,1,1,1,0
Section 28,PL096_221,28,0,0,0,0,0,0,0,0,0
Section 29,PL096_221,29,2,7,7,8,8,1,1,1,0
Section 30,PL096_221,30,0,2,1,1,1,0,0,0,0
Section 31,PL096_221,31,0,0,0,0,0,0,0,0,0
Section 32,PL096_221,32,0,0,0,0,0,0,0,0,0
Section 33,PL096_221,33,0,2,0,3,3,0,0,0,0
Section 34,PL096_221,34,0,0,1,0,0,0,0,0,0
Section 35,PL096_221,35,0,1,0,0,0,0,0,0,0
Section 36,PL096_221,36,2,3,0,1,3,0,0,0,0
Section 0,PL100_086,0,1,0,3,0,0,0,0,0,0
Section 1,PL100_086,1,0,0,1,0,0,0,0,0,0
Section 2,PL100_086,2,6,15,11,16,14,1,1,0,1
Section 3,PL100_086,3,0,0,0,0,0,0,0,0,0
Section 4,PL100_086,4,0,5,4,4,1,0,0,0,0
Section 5,PL100_086,5,1,3,2,1,2,0,0,0,0
Section 6,PL100_086,6,5,14,8,14,11,0,0,0,1
Section 7,PL100_086,7,0,1,0,3,0,0,0,0,0
Section 8,PL100_086,8,0,0,5,4,3,0,0,0,0
Section 9,PL100_086,9,4,3,4,6,5,1,1,2,0
Section 10,PL100_086,10,0,1,0,0,0,0,0,0,0
Section 11,PL100_086,11,0,0,0,0,0,0,0,0,0
Section 12,PL100_086,12,0,2,0,0,0,0,0,0,0
Section 13,PL100_086,13,4,0,3,3,4,1,1,1,0
Section 14,PL100_086,14,1,11,1,3,2,0,0,0,0
Section 15,PL100_086,15,0,0,1,0,0,0,0,0,0
Section 16,PL100_086,16,0,0,0,0,0,0,0,0,0
Section 17,PL100_086,17,0,1,0,0,0,0,0,0,0
Section 18,PL100_086,18,0,1,4,0,0,0,0,0,0
Section 19,PL100_086,19,0,0,1,0,0,0,0,0,0
Section 20,PL100_086,20,0,0,0,0,0,0,0,0,0
Section 21,PL100_086,21,21,14,12,44,44,1,1,8,0
Section 22,PL100_086,22,0,0,0,0,0,0,0,0,0
Section 23,PL100_086,23,4,4,4,8,8,0,0,1,0
Section 24,PL100_086,24,1,0,1,1,1,0,0,1,0
Section 25,PL100_086,25,4,5,2,7,5,1,1,2,2
Section 26,PL100_086,26,0,1,2,0,0,0,0,0,0
Section 27,PL100_086,27,0,0,1,0,0,0,0,0,0
Section 28,PL100_086,28,0,0,0,0,0,0,0,0,0
Section 29,PL100_086,29,3,1,4,5,6,1,1,1,0
Section 30,PL100_086,30,6,2,4,9,10,1,1,3,1
Section 31,PL100_086,31,0,0,2,2,2,0,0,0,0
Section 32,PL100_086,32,0,0,0,0,0,0,0,0,0
Section 33,PL100_086,33,1,1,1,3,1,1,1,0,1
Section 34,PL100_086,34,1,1,3,7,2,1,1,0,4
Section 35,PL100_086,35,3,1,4,6,7,1,1,1,0
Section 36,PL100_086,36,2,0,4,5,4,6,6,2,0
Section 37,PL100_086,37,1,0,1,1,2,0,0,0,0
Section 38,PL100_086,38,0,3,3,7,7,0,0,0,0
Section 39,PL100_086,39,0,0,0,1,1,0,0,0,0
Section 40,PL100_086,40,1,0,2,2,2,0,0,0,1
Section 41,PL100_086,41,2,0,1,4,4,0,0,2,0
Section 42,PL100_086,42,0,1,0,0,0,0,0,0,0
Section 43,PL100_086,43,2,0,0,2,3,0,0,0,0
Section 44,PL100_086,44,2,0,0,2,2,0,0,2,0
Section 45,PL100_086,45,0,0,0,1,1,0,0,0,0
Section 46,PL100_086,46,2,1,0,1,3,0,0,0,0
Section 47,PL100_086,47,1,1,0,2,2,0,0,0,0
Section 48,PL100_086,48,0,0,1,0,0,0,0,0,0
Section 49,PL100_086,49,5,6,11,12,10,0,0,1,1
Section 50,PL100_086,50,2,4,5,8,7,1,1,1,1
Section 51,PL100_086,51,1,1,0,4,4,0,0,1,0
Section 52,PL100_086,52,0,2,0,1,0,0,0,0,1
Section 53,PL100_086,53,0,1,0,0,0,0,0,0,0
Section 54,PL100_086,54,0,1,0,1,0,0,0,0,0
Section 55,PL100_086,55,0,1,0,0,0,0,0,0,0
Section 56,PL100_086,56,1,0,0,2,3,0,0,0,0
Section 57,PL100_086,57,0,0,1,0,0,0,0,0,0
Section 58,PL100_086,58,0,1,0,0,0,0,0,0,0
Section 59,PL100_086,59,0,0,1,0,0,0,0,0,0
Section 60,PL100_086,60,1,0,1,7,2,0,0,0,0
Section 61,PL100_086,61,7,13,2,9,12,0,0,2,0
Section 62,PL100_086,62,5,6,3,11,9,0,0,2,3
Section 63,PL100_086,63,5,4,2,6,8,0,0,1,0
Section 64,PL100_086,64,1,1,0,2,1,0,0,1,1
Section 65,PL100_086,65,2,2,1,3,3,0,0,2,0
Section 66,PL100_086,66,1,0,0,2,2,0,0,1,0
Section 67,PL100_086,67,9,3,2,7,12,0,0,2,0
Section 68,PL100_086,68,0,1,2,3,3,0,0,0,0
Section 69,PL100_086,69,0,3,2,2,2,0,0,0,0
Section 70,PL100_086,70,1,0,0,1,1,0,0,0,0
Section 71,PL100_086,71,2,0,0,0,2,0,0,0,0
Section 72,PL100_086,72,0,0,1,0,0,0,0,0,0
Section 73,PL100_086,73,0,0,1,0,0,0,0,0,0
Section 74,PL100_086,74,0,0,0,0,0,0,0,0,0
Section 75,PL100_086,75,0,0,0,2,1,0,0,0,0
Section 76,PL100_086,76,0,0,0,0,0,0,0,0,0
Section 77,PL100_086,77,0,0,0,0,0,0,0,0,0
Section 78,PL100_086,78,0,0,0,0,0,0,0,0,0
Section 79,PL100_086,79,0,0,0,0,0,0,0,0,0
Section 80,PL100_086,80,0,0,0,1,1,0,0,0,0
Section 81,PL100_086,81,0,0,0,0,0,0,0,0,0
Section 82,PL100_086,82,0,1,0,1,1,0,0,0,0
Section 83,PL100_086,83,0,0,0,1,0,0,0,0,0
Section 84,PL100_086,84,0,0,0,0,0,0,0,0,0
Section 85,PL100_086,85,0,0,1,1,1,0,0,0,0
Section 86,PL100_086,86,0,0,2,2,0,0,0,0,0
Section 87,PL100_086,87,0,0,0,1,1,0,0,0,0
Section 88,PL100_086,88,0,0,1,0,0,0,0,0,0
Section 89,PL100_086,89,1,2,1,3,1,0,0,0,0
Section 90,PL100_086,90,0,0,0,1,0,0,0,0,0
Section 91,PL100_086,91,0,1,0,0,0,0,0,0,0
Section 92,PL100_086,92,0,0,1,2,1,0,0,0,1
Section 93,PL100_086,93,0,2,0,4,4,0,0,0,0
Section 94,PL100_086,94,0,2,2,4,3,0,0,0,0
Section 95,PL100_086,95,0,0,0,1,0,0,0,0,0
Section 96,PL100_086,96,1,0,1,0,1,0,0,0,0
Section 97,PL100_086,97,1,0,0,2,2,0,0,1,0
Section 98,PL100_086,98,1,2,0,2,2,0,0,0,0
Section 99,PL100_086,99,1,1,0,0,1,0,0,1,0
Section 100,PL100_086,100,3,1,0,1,3,0,0,0,0
Section 101,PL100_086,101,3,0,2,1,4,0,0,0,0
Section 102,PL100_086,102,0,1,0,0,0,0,0,0,0
Section 0,PL094_240,0,0,0,1,0,0,0,0,0,0
Section 1,PL094_240,1,0,0,0,1,0,0,0,0,0
Section 2,PL094_240,2,3,4,3,12,10,1,1,1,1
Section 3,PL094_240,3,0,0,0,0,0,0,0,0,0
Section 4,PL094_240,4,0,0,0,0,0,0,0,0,0
Section 5,PL094_240,5,0,0,0,0,0,0,0,0,0
Section 0,PL107_204,0,0,0,1,0,0,0,0,0,0
Section 1,PL107_204,1,1,0,3,4,1,0,0,0,0
Section 2,PL107_204,2,0,0,1,3,3,0,0,0,0
Section 3,PL107_204,3,2,8,3,8,7,0,0,1,1
Section 4,PL107_204,4,6,2,2,6,8,2,2,4,0
Section 5,PL107_204,5,8,0,4,7,10,2,2,4,1
Section 6,PL107_204,6,3,2,5,7,7,0,0,1,1
Section 7,PL107_204,7,7,4,8,12,15,3,3,0,1
Section 8,PL107_204,8,0,2,1,2,2,0,0,0,0
Section 9,PL107_204,9,4,1,2,8,7,0,0,1,0
Section 10,PL107_204,10,5,1,0,2,6,1,1,2,0
Section 11,PL107_204,11,0,5,4,8,8,1,1,0,0
Section 12,PL107_204,12,1,2,1,1,1,0,0,1,0
Section 13,PL107_204,13,2,0,0,4,4,2,2,2,0
Section 14,PL107_204,14,0,0,0,1,1,0,0,0,0
Section 15,PL107_204,15,1,0,0,1,1,0,0,1,0
Section 16,PL107_204,16,0,0,0,2,0,0,0,0,0
Section 17,PL107_204,17,1,0,0,1,1,0,0,1,0
Section 18,PL107_204,18,2,0,1,0,2,0,0,2,0
Section 19,PL107_204,19,0,1,0,1,1,0,0,0,0
Section 20,PL107_204,20,0,1,0,0,0,0,0,0,0
Section 21,PL107_204,21,3,2,2,5,6,0,0,0,0
Section 22,PL107_204,22,1,0,1,3,1,0,0,1,2
Section 23,PL107_204,23,1,1,0,3,2,0,0,0,1
Section 24,PL107_204,24,1,0,1,1,1,0,0,1,0
Section 25,PL107_204,25,0,0,1,0,0,0,0,0,0
Section 26,PL107_204,26,9,6,4,13,18,2,2,3,1
Section 27,PL107_204,27,0,0,0,1,0,0,0,0,1
Section 28,PL107_204,28,2,0,2,4,5,0,0,1,0
Section 29,PL107_204,29,4,1,0,5,3,1,1,3,1
Section 30,PL107_204,30,0,2,0,1,1,0,0,0,0
Section 31,PL107_204,31,0,0,0,0,0,0,0,0,0
Section 32,PL107_204,32,2,4,0,4,4,0,0,2,0
Section 33,PL107_204,33,2,1,0,1,3,0,0,2,0
Section 34,PL107_204,34,1,0,0,0,1,0,0,0,0
Section 35,PL107_204,35,3,1,0,1,2,0,0,2,0
Section 36,PL107_204,36,2,1,0,2,2,0,0,1,0
Section 37,PL107_204,37,4,0,1,3,4,0,0,2,0
Section 38,PL107_204,38,0,0,1,1,1,0,0,0,0
Section 39,PL107_204,39,0,0,0,0,0,0,0,0,0
Section 40,PL107_204,40,0,1,2,3,0,0,0,0,1
Section 41,PL107_204,41,0,0,0,0,0,0,0,0,0
Section 42,PL107_204,42,0,0,1,2,1,0,0,0,1
Section 43,PL107_204,43,0,0,0,0,0,0,0,0,0
Section 44,PL107_204,44,0,1,0,0,0,0,0,0,0
Section 45,PL107_204,45,0,2,2,2,2,0,0,0,0
Section 46,PL107_204,46,0,0,0,0,0,0,0,0,0
Section 47,PL107_204,47,2,0,0,1,3,0,0,1,0
Section 48,PL107_204,48,2,0,0,1,2,1,1,1,1
Section 49,PL107_204,49,0,2,1,1,0,0,0,0,0
Section 50,PL107_204,50,0,1,0,2,2,0,0,0,0
Section 51,PL107_204,51,1,0,1,3,2,0,0,0,1
Section 52,PL107_204,52,0,0,1,0,0,0,0,0,0
Section 53,PL107_204,53,0,1,1,4,4,0,0,0,0
Section 54,PL107_204,54,0,0,0,0,0,0,0,0,0
Section 55,PL107_204,55,1,1,0,1,2,0,0,0,0
Section 56,PL107_204,56,0,0,0,1,1,0,0,0,0
Section 57,PL107_204,57,2,2,0,7,5,0,0,0,0
Section 58,PL107_204,58,0,0,0,1,0,0,0,0,1
Section 59,PL107_204,59,0,0,1,0,0,0,0,0,0
Section 60,PL107_204,60,0,0,0,1,1,0,0,0,0
Section 61,PL107_204,61,0,0,0,0,0,0,0,0,0
Section 62,PL107_204,62,0,0,0,0,0,0,0,0,0
Section 63,PL107_204,63,1,0,0,1,2,0,0,0,0
Section 64,PL107_204,64,1,1,0,1,2,0,0,1,0
Section 65,PL107_204,65,0,0,0,0,0,0,0,0,0
Section 66,PL107_204,66,0,0,1,0,0,0,0,0,0
Section 67,PL107_204,67,0,1,0,0,0,0,0,0,0
Section 68,PL107_204,68,1,2,0,4,4,1,1,1,0
Section 69,PL107_204,69,0,0,0,1,0,0,0,0,0
Section 70,PL107_204,70,2,2,0,2,2,2,2,2,0
Section 71,PL107_204,71,0,0,0,0,0,0,0,0,0
Section 72,PL107_204,72,0,1,0,0,0,0,0,0,0
Section 0,PL101_073,0,5,0,3,0,0,0,0,0,0
Section 1,PL101_073,1,0,0,0,0,0,0,0,0,0
Section 2,PL101_073,2,0,1,0,0,0,0,0,0,0
Section 3,PL101_073,3,0,0,0,0,0,0,0,0,0
Section 4,PL101_073,4,0,0,0,0,0,0,0,0,0
Section 5,PL101_073,5,2,3,4,9,10,0,0,0,0
Section 6,PL101_073,6,1,3,1,8,0,0,0,0,0
Section 7,PL101_073,7,14,14,7,26,33,1,1,5,0
Section 8,PL101_073,8,1,0,0,0,0,0,0,0,0
Section 9,PL101_073,9,12,8,6,20,23,1,1,3,3
Section 10,PL101_073,10,0,2,3,4,3,0,0,0,1
Section 11,PL101_073,11,3,0,2,6,6,0,0,0,0
Section 12,PL101_073,12,6,2,4,13,16,0,0,0,1
Section 13,PL101_073,13,19,32,39,68,72,3,3,3,3
Section 14,PL101_073,14,5,5,2,16,17,2,2,3,1
Section 15,PL101_073,15,5,10,13,18,17,0,0,0,3
Section 16,PL101_073,16,0,0,0,0,0,0,0,0,0
Section 17,PL101_073,17,1,2,3,10,9,0,0,0,0
Section 18,PL101_073,18,0,0,1,2,1,0,0,0,1
Section 19,PL101_073,19,7,11,15,25,24,0,0,1,1
Section 20,PL101_073,20,13,3,0,6,17,0,0,2,0
Section 21,PL101_073,21,6,1,3,9,10,1,1,1,1
Section 22,PL101_073,22,0,0,0,0,0,0,0,0,0
Section 23,PL101_073,23,2,12,2,5,3,0,0,0,3
Section 24,PL101_073,24,0,0,0,0,0,0,0,0,0
Section 25,PL101_073,25,0,0,0,0,0,0,0,0,0
Section 26,PL101_073,26,0,0,0,0,0,0,0,0,0
Section 27,PL101_073,27,0,4,1,2,1,0,0,0,0
Section 28,PL101_073,28,0,0,0,0,0,0,0,0,0
Section 29,PL101_073,29,1,2,2,3,3,0,0,0,0
Section 30,PL101_073,30,0,0,0,0,0,0,0,0,0
Section 31,PL101_073,31,6,1,0,5,11,0,0,1,0
Section 32,PL101_073,32,0,0,1,0,0,0,0,0,0
Section 33,PL101_073,33,0,0,0,2,0,0,0,0,0
Section 34,PL101_073,34,5,5,4,9,13,0,0,0,0
Section 35,PL101_073,35,4,6,7,6,8,1,1,1,1
Section 36,PL101_073,36,40,53,71,94,86,12,12,15,11
Section 37,PL101_073,37,4,3,9,5,6,1,1,0,0
Section 38,PL101_073,38,1,0,0,0,1,0,0,0,0
Section 39,PL101_073,39,2,0,2,3,3,0,0,1,0
Section 40,PL101_073,40,2,3,11,10,9,1,1,1,1
Section 41,PL101_073,41,26,45,34,74,67,10,10,10,7
Section 42,PL101_073,42,0,0,3,6,5,0,0,0,0
Section 43,PL101_073,43,1,0,0,0,1,0,0,0,0
Section 44,PL101_073,44,0,0,0,1,1,0,0,0,0
Section 45,PL101_073,45,0,1,0,0,0,0,0,0,0
Section 46,PL101_073,46,1,0,0,0,1,0,0,0,0
Section 47,PL101_073,47,2,13,4,19,16,0,0,1,1
Section 48,PL101_073,48,0,1,2,3,2,0,0,0,0
Section 49,PL101_073,49,0,2,1,2,0,0,0,0,0
Section 50,PL101_073,50,0,0,0,1,1,0,0,0,0
Section 51,PL101_073,51,0,1,0,1,1,0,0,0,0
Section 52,PL101_073,52,1,0,0,0,1,0,0,0,0
Section 53,PL101_073,53,4,4,3,10,12,0,0,1,0
Section 54,PL101_073,54,7,2,2,10,10,0,0,2,1
Section 55,PL101_073,55,0,0,1,6,6,0,0,0,0
Section 56,PL101_073,56,1,8,1,5,5,0,0,1,0
Section 57,PL101_073,57,1,0,0,1,2,0,0,0,0
Section 58,PL101_073,58,1,0,0,0,1,0,0,0,0
Section 59,PL101_073,59,0,0,0,0,0,0,0,0,0
Section 60,PL101_073,60,0,0,0,0,0,0,0,0,0
Section 61,PL101_073,61,80,42,47,123,150,4,4,12,4
Section 62,PL101_073,62,0,0,0,0,0,0,0,0,0
Section 63,PL101_073,63,27,8,9,49,50,4,4,14,3
Section 64,PL101_073,64,2,1,0,5,4,1,1,1,1
Section 65,PL101_073,65,0,1,1,2,1,0,0,0,1
Section 66,PL101_073,66,0,0,0,0,0,0,0,0,0
Section 67,PL101_073,67,0,2,0,0,0,0,0,0,0
Section 68,PL101_073,68,0,1,0,3,1,0,0,0,0
Section 69,PL101_073,69,0,1,0,1,0,0,0,0,0
Section 70,PL101_073,70,0,0,0,0,0,0,0,0,0
Section 71,PL101_073,71,3,3,2,12,14,0,0,0,0
Section 72,PL101_073,72,3,2,3,6,9,0,0,0,0
Section 73,PL101_073,73,0,0,0,0,0,0,0,0,0
Section 74,PL101_073,74,0,1,1,1,1,0,0,0,0
Section 75,PL101_073,75,0,0,0,0,0,0,0,0,0
Section 76,PL101_073,76,0,0,0,2,2,0,0,0,0
Section 77,PL101_073,77,2,1,2,6,7,0,0,0,0
Section 78,PL101_073,78,0,0,0,0,0,0,0,0,0
Section 79,PL101_073,79,1,1,1,1,1,0,0,0,0
Section 80,PL101_073,80,1,0,0,1,2,0,0,0,0
Section 81,PL101_073,81,0,0,3,1,1,0,0,0,0
Section 82,PL101_073,82,0,0,0,0,0,0,0,0,0
Section 83,PL101_073,83,0,0,0,0,0,0,0,0,0
Section 84,PL101_073,84,3,6,0,10,5,0,0,1,1
Section 85,PL101_073,85,0,0,0,0,0,0,0,0,0
Section 86,PL101_073,86,0,0,0,0,0,0,0,0,0
Section 87,PL101_073,87,0,0,0,0,0,0,0,0,0
Section 88,PL101_073,88,0,0,1,0,0,0,0,0,0
Section 89,PL101_073,89,0,0,0,0,0,0,0,0,0
Section 90,PL101_073,90,0,0,0,0,0,0,0,0,0
Section 91,PL101_073,91,2,0,0,2,3,1,1,1,0
Section 92,PL101_073,92,0,0,0,0,0,0,0,0,0
Section 93,PL101_073,93,15,4,3,18,24,1,1,3,3
Section 94,PL101_073,94,0,4,1,8,7,0,0,0,1
Section 95,PL101_073,95,3,1,0,5,6,0,0,1,0
Section 96,PL101_073,96,2,0,2,2,3,0,0,1,0
Section 97,PL101_073,97,1,0,0,0,1,0,0,0,0
Section 98,PL101_073,98,12,10,9,31,35,3,3,3,1
Section 99,PL101_073,99,0,0,0,0,0,0,0,0,0
Section 100,PL101_073,100,0,0,0,0,0,0,0,0,0
Section 101,PL101_073,101,0,0,0,0,0,0,0,0,0
Section 102,PL101_073,102,0,0,0,1,1,0,0,0,0
Section 103,PL101_073,103,0,0,0,0,0,0,0,0,0
Section 104,PL101_073,104,0,0,0,0,0,0,0,0,0
Section 105,PL101_073,105,4,5,7,4,5,1,1,1,0
Section 106,PL101_073,106,0,0,2,0,0,0,0,0,0
Section 107,PL101_073,107,0,0,0,0,0,0,0,0,0
Section 108,PL101_073,108,2,1,3,6,6,1,1,1,0
Section 109,PL101_073,109,0,0,0,0,0,0,0,0,0
Section 110,PL101_073,110,1,1,0,4,4,1,1,0,0
Section 111,PL101_073,111,0,0,0,0,0,0,0,0,0
Section 112,PL101_073,112,1,1,0,2,2,0,0,0,0
Section 113,PL101_073,113,0,0,0,0,0,0,0,0,0
Section 114,PL101_073,114,0,0,1,1,1,0,0,0,0
Section 115,PL101_073,115,0,0,0,0,0,0,0,0,0
Section 116,PL101_073,116,0,0,0,0,0,0,0,0,0
Section 117,PL101_073,117,3,0,2,3,3,3,3,0,0
Section 118,PL101_073,118,2,4,0,5,7,0,0,0,0
Section 119,PL101_073,119,6,3,1,7,11,0,0,0,0
Section 120,PL101_073,120,0,10,0,0,0,0,0,0,0
Section 121,PL101_073,121,0,0,2,0,0,0,0,0,0
Section 122,PL101_073,122,8,23,7,19,22,2,2,2,0
Section 123,PL101_073,123,6,18,9,21,27,0,0,0,0
Section 124,PL101_073,124,0,2,2,0,0,0,0,0,0
Section 125,PL101_073,125,0,0,0,1,1,0,0,0,0
Section 126,PL101_073,126,0,0,0,0,0,0,0,0,0
Section 127,PL101_073,127,0,4,0,0,0,0,0,0,0
Section 128,PL101_073,128,1,0,0,1,1,0,0,1,0
Section 129,PL101_073,129,8,8,0,24,22,0,0,1,7
Section 130,PL101_073,130,3,1,5,1,4,0,0,1,0
Section 131,PL101_073,131,1,0,2,1,2,0,0,0,0
Section 132,PL101_073,132,0,0,0,0,0,0,0,0,0
Section 133,PL101_073,133,2,4,1,0,2,0,0,0,0
Section 134,PL101_073,134,2,3,2,1,3,0,0,0,0
Section 135,PL101_073,135,0,0,1,0,0,0,0,0,0
Section 136,PL101_073,136,1,0,0,0,1,0,0,0,0
Section 137,PL101_073,137,2,0,0,1,3,0,0,0,0
Section 138,PL101_073,138,1,0,0,2,1,0,0,0,0
Section 139,PL101_073,139,0,0,0,1,0,1,1,0,1
Section 140,PL101_073,140,0,0,0,0,0,0,0,0,0
Section 141,PL101_073,141,3,3,5,12,8,0,0,0,1
Section 142,PL101_073,142,5,0,0,4,4,0,0,2,0
Section 143,PL101_073,143,0,0,0,0,0,0,0,0,0
Section 144,PL101_073,144,1,1,1,2,1,0,0,0,0
Section 145,PL101_073,145,1,1,1,2,1,0,0,0,0
Section 146,PL101_073,146,0,0,0,0,0,0,0,0,0
Section 147,PL101_073,147,0,2,1,0,0,0,0,0,0
Section 148,PL101_073,148,0,0,1,0,0,0,0,0,0
Section 149,PL101_073,149,0,0,0,1,0,0,0,0,0
Section 150,PL101_073,150,0,4,0,0,0,0,0,0,0
Section 151,PL101_073,151,1,0,0,1,2,0,0,0,0
Section 152,PL101_073,152,0,0,0,0,0,0,0,0,0
Section 153,PL101_073,153,3,4,0,4,5,1,1,1,0
Section 154,PL101_073,154,1,5,0,2,2,0,0,0,0
Section 155,PL101_073,155,0,2,0,0,0,0,0,0,0
Section 156,PL101_073,156,1,1,0,1,2,0,0,0,0
Section 157,PL101_073,157,0,1,1,3,0,0,0,0,0
Section 158,PL101_073,158,1,0,0,1,2,0,0,0,0
Section 159,PL101_073,159,0,1,1,0,0,0,0,0,0
Section 160,PL101_073,160,0,0,1,0,0,0,0,0,0
Section 161,PL101_073,161,0,0,0,0,0,0,0,0,0
Section 162,PL101_073,162,6,1,0,4,7,0,0,1,1
Section 163,PL101_073,163,2,0,0,0,2,0,0,1,0
Section 164,PL101_073,164,4,2,1,2,6,0,0,0,0
Section 165,PL101_073,165,1,0,0,1,1,0,0,1,0
Section 166,PL101_073,166,0,0,0,0,0,0,0,0,0
Section 167,PL101_073,167,0,0,0,2,2,0,0,0,0
Section 168,PL101_073,168,1,0,0,2,1,0,0,0,1
Section 169,PL101_073,169,2,0,1,3,5,0,0,0,0
Section 170,PL101_073,170,0,0,1,1,1,0,0,0,0
Section 171,PL101_073,171,3,1,2,4,4,0,0,1,0
Section 172,PL101_073,172,2,0,0,1,2,1,1,1,0
Section 173,PL101_073,173,0,1,0,0,0,0,0,0,0
Section 174,PL101_073,174,0,0,0,1,1,0,0,0,0
Section 175,PL101_073,175,2,0,0,1,1,1,1,1,0
Section 176,PL101_073,176,1,0,0,1,0,0,0,0,1
Section 177,PL101_073,177,0,1,0,0,0,0,0,0,0
Section 178,PL101_073,178,0,0,1,4,2,0,0,0,0
Section 179,PL101_073,179,0,0,1,0,0,0,0,0,0
Section 180,PL101_073,180,2,3,0,2,4,0,0,0,0
Section 181,PL101_073,181,1,0,0,5,3,0,0,0,0
Section 182,PL101_073,182,0,1,1,2,2,0,0,0,0
Section 183,PL101_073,183,1,0,0,0,0,0,0,0,0
Section 184,PL101_073,184,0,3,3,2,2,0,0,0,0
Section 185,PL101_073,185,2,0,0,1,3,0,0,0,0
Section 186,PL101_073,186,1,1,1,1,2,0,0,0,0
Section 187,PL101_073,187,2,1,1,1,3,0,0,0,0
Section 188,PL101_073,188,2,0,0,1,2,0,0,1,0
Section 189,PL101_073,189,6,1,1,5,11,0,0,1,0
Section 190,PL101_073,190,0,0,0,1,1,0,0,0,0
